Result Log

Solution file:	akari3.soln
Runs:	30
Evaluations:	10000
Mu:	100
Lambda:	100
Parent selection used:	fps
Survivor selection used:	t
K size for k-tournament parent selection:	25
K size for k-tournament survivor selection:	25
Survival Strategy:	plus
Termination limit:	10
Datafile: a1.lup
Seed: 1926756790
Black box enforcement: True

==================================================
Run 1
100	30.88	82
200	53.52	82
300	58.00	96
400	61.29	96
500	64.25	96
600	65.48	96
700	67.51	96
800	69.60	96
900	71.01	108
1000	72.33	108
1100	72.57	108
1200	73.69	108
1300	74.44	108
1400	75.00	108
1500	75.49	108
1600	76.31	108
1700	76.96	108
1800	77.26	108
1900	77.74	108
2000	78.65	108
2100	79.12	108
2200	79.77	108
2300	80.19	108
2400	80.88	108
2500	81.74	108
2600	82.32	108
2700	82.49	108
2800	83.15	108
2900	83.21	108
3000	83.35	108
3100	83.73	108
3200	84.47	108
3300	84.79	108
3400	84.82	108
3500	84.90	108
3600	84.99	108
3700	85.42	108
3800	85.97	108
3900	86.09	108
4000	86.16	108
4100	86.49	108
4200	86.86	108
4300	87.04	108
4400	87.28	108
4500	87.37	108
4600	87.54	108
4700	87.95	108
4800	88.05	108
4900	88.45	108
5000	88.63	108
5100	88.81	108
5200	88.87	108
5300	88.89	108
5400	89.04	108
5500	89.35	108
5600	89.37	108
5700	89.39	108
5800	89.69	108
5900	89.81	108
6000	90.01	108
6100	90.01	108
6200	90.14	108
6300	90.27	108
6400	90.27	108
6500	90.30	108
6600	90.30	108
6700	90.30	108
6800	90.39	108
6900	90.47	108
7000	90.52	108
7100	90.85	108
7200	91.01	108
7300	91.14	108
7400	91.48	108
7500	91.53	108
7600	91.57	108
7700	91.57	108
7800	91.57	108
7900	91.68	108
8000	91.68	108
8100	91.69	108
8200	91.69	108
8300	91.69	108
8400	91.77	108
8500	91.81	108
8600	91.92	108
8700	91.92	108
8800	91.92	108
8900	92.18	108
9000	92.18	108
9100	92.28	108
9200	92.31	108
9300	92.36	108
9400	92.47	108
9500	92.58	108
9600	92.78	108
9700	92.78	108
9800	92.80	108
9900	92.80	108
Run 2
100	25.37	87
200	51.48	87
300	56.41	87
400	60.91	87
500	62.86	87
600	65.42	88
700	66.91	88
800	68.53	89
900	69.57	89
1000	70.87	89
1100	72.01	89
1200	72.57	89
1300	73.04	89
1400	73.43	89
1500	73.86	89
1600	74.57	89
1700	75.80	89
1800	76.68	91
1900	77.64	108
2000	78.01	108
2100	78.65	108
2200	79.09	108
2300	79.86	108
2400	80.38	108
2500	80.62	108
2600	80.82	108
2700	81.28	108
2800	81.91	108
2900	82.43	108
3000	82.68	108
3100	82.93	108
3200	83.26	108
3300	83.37	108
3400	83.67	108
3500	83.94	108
3600	84.22	108
3700	84.48	108
3800	84.74	108
3900	84.95	108
4000	85.13	108
4100	85.27	108
4200	85.53	108
4300	85.63	108
4400	86.03	108
4500	86.23	108
4600	86.74	108
4700	86.86	108
4800	87.02	108
4900	87.29	108
5000	87.35	108
5100	87.50	108
5200	87.72	108
5300	88.03	108
5400	88.10	108
5500	88.52	108
5600	88.54	108
5700	88.63	108
5800	89.00	108
5900	89.14	108
6000	89.26	108
6100	89.26	108
6200	89.33	108
6300	89.44	108
6400	89.47	108
6500	89.55	108
6600	89.62	108
6700	89.94	108
6800	90.09	108
6900	90.35	108
7000	90.73	108
7100	91.00	108
7200	91.16	108
7300	91.38	108
7400	91.39	108
7500	91.39	108
7600	91.59	108
7700	91.80	108
7800	91.90	108
7900	91.90	108
8000	92.16	108
8100	92.30	108
8200	92.32	108
8300	92.32	108
8400	92.36	108
8500	92.36	108
8600	92.48	108
8700	92.48	108
8800	92.48	108
8900	92.51	108
9000	92.60	108
9100	92.62	108
9200	92.66	108
9300	92.70	108
9400	92.94	108
9500	92.96	108
9600	92.96	108
9700	93.05	108
9800	93.05	108
9900	93.05	108
Run 3
100	25.53	76
200	54.56	79
300	58.42	79
400	61.36	79
500	63.22	79
600	65.60	88
700	66.71	88
800	67.92	88
900	70.15	88
1000	70.86	88
1100	72.14	89
1200	72.26	89
1300	72.52	89
1400	73.13	89
1500	73.85	89
1600	74.41	89
1700	74.94	89
1800	75.55	89
1900	76.43	103
2000	76.71	103
2100	77.54	103
2200	77.95	103
2300	78.04	103
2400	78.52	103
2500	78.61	103
2600	78.74	103
2700	79.05	103
2800	79.70	103
2900	79.93	103
3000	80.34	103
3100	80.82	103
3200	81.35	103
3300	81.42	103
3400	81.90	103
3500	82.31	103
3600	82.46	103
3700	82.63	103
3800	82.63	103
3900	82.87	103
4000	82.99	103
4100	83.07	103
4200	83.28	103
4300	83.42	103
4400	83.54	103
4500	84.00	103
4600	84.26	103
4700	84.40	103
4800	84.70	103
4900	84.73	103
5000	84.74	103
5100	84.88	103
5200	84.89	103
5300	85.08	103
5400	85.42	103
5500	85.64	103
5600	85.85	103
5700	85.91	103
5800	85.91	103
5900	86.01	103
6000	86.20	103
6100	86.52	103
6200	86.54	103
6300	86.68	103
6400	86.81	103
6500	87.18	103
6600	87.36	103
6700	87.56	103
6800	87.56	103
6900	87.88	103
7000	87.90	103
7100	88.00	103
7200	88.00	103
7300	88.08	103
7400	88.19	103
7500	88.27	103
7600	88.33	103
7700	88.44	103
